text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
That plus some other things about my future and money were making me very stressed out.,1,1,0,1,0,0,0,0,0
"then the vet came and basically said my horse is dying so that was a blow not to mention its been one year since my old dog, Koko died.",0,1,0,1,0,0,0,0,0
Life is ridiculously crowding me and finding time to eat has even become difficult.,0,1,1,1,0,0,0,1,1
What sort of roommate are you afraid of getting? I've seen some roommates that really hate each other.,0,1,0,0,0,0,1,0,0
i can't decide what to cook,0,1,1,0,0,0,0,1,0
I'm going to need more money than financial aid and loans provided me.,1,0,0,0,1,0,0,0,0
a recent project at my workplace has been giving much stress lately.,0,0,0,1,0,0,0,1,0
I want to sleep but I know I can't because I have so much hw to do!,0,0,1,1,1,0,0,0,1
i hate work.  my boss is a prick.   he was hitting on me.   i am scread he is going to,0,0,0,1,0,0,1,1,0
this osha audit has me wanting to scream.,0,0,1,1,0,0,0,1,0
Your father and brother are worried sick!,0,0,0,1,0,1,0,0,1
"I don't handle stress very well, I think.",0,1,0,1,0,0,0,0,1
work has me stressed out due to the schedule from the holidays,1,0,0,1,0,0,0,1,0
I really don't think I can keep a lasting relationship because of it.,0,0,0,1,0,0,1,0,0
idk man i feel like my life has no direction.,0,1,1,1,0,0,0,0,0
we just found out my dad has terminal brain cancer.,1,0,0,1,0,1,0,0,1
I just feel so stressed lately and just wanna get all these last minute midterms and finals behind me.,0,0,0,1,1,0,0,0,0
"Lately it all seems to be going wrong, oddly enough since I last moved.",0,1,1,1,0,0,0,0,0
I am tired of losing money.,1,1,0,0,0,0,0,1,0
"My future, my current state of mind.",0,1,1,1,0,0,1,0,1
my relationship with a long term friend has changed drastically and idk how to fix it,0,0,0,1,0,0,1,0,0
"I'm stressed about not being able to see my family. Also, uncertain when work resumes.",1,0,0,0,1,1,0,1,0
My parents are old and I'm unsure if the coronavirus will happen to them,0,1,0,0,0,1,0,0,1
"My parents order so much food when we go out for meals, it kills me.",0,1,0,0,0,1,0,0,1
"Its sucks im so worried because i cant afford the art book and the mid term is next thursday, stupid money.",1,0,0,0,1,0,0,0,0
Wow I hate being even in the same house as my dad when he is in a bad mood because everyone has to suffer.,0,0,0,1,0,1,0,0,0
"it seems that part of my life is quite depressing, and full of anger.",0,1,1,1,0,0,0,0,0
I remember being so scared once school got out and not having a schedule or a job.,0,1,0,0,1,0,0,1,0
"i don't know, really. i've just been getting clients emailing me and calling me",1,1,0,1,0,0,0,1,0
Makes me weary for the day they inevitably run out of ways to raise the level.,0,1,1,0,0,0,0,1,1
I have to go finish my schoolwork.,1,1,0,1,1,0,0,0,0
death in the famy,1,0,0,1,0,1,0,0,0
Work has been super stressfull lately,0,0,0,0,0,0,0,1,0
"I think i have told some people about this, but i am getting so tired of my roommate and his boyfriend drama.",0,1,0,0,0,0,1,0,0
my credit card balance are so high.,1,1,0,0,0,0,0,0,0
"job, even my office members not helping in my job",0,0,0,0,0,0,1,1,0
I can't decide what I want for dinner.,1,1,1,1,0,0,0,0,0
now that this journal entry is more than half about food i have really begun to worry about myself and need to go.,0,1,0,1,0,0,0,1,1
THE WORK LOAD HAS GROWN significantly,0,0,1,0,0,0,0,1,0
just a big fuck you to everyone that doubts me.,0,1,0,1,0,0,1,0,0
Work,0,0,0,0,0,0,0,1,0
i have recently been stressed out about upcoming deadlines for projects at work.,0,0,1,1,0,0,0,1,0
oh where to begin?,0,1,1,1,0,0,0,0,0
I need to figure out a way to make more money.,1,0,0,0,0,0,0,0,0
"Me and Christine's room keeps getting emptier because we've been taking a lot of stuff home, which is sad.",0,1,1,1,0,0,1,0,0
my mom is really bothering me.,0,0,0,1,0,1,0,0,0
i'm stress about seeing as many clients as possible this week.,0,0,0,0,0,0,1,1,0
"This'll be my third semester straight of classes, and I'm starting to get erratic and stressed about school like I used to be.",0,0,0,0,1,0,0,0,0
I need to give it a serious thought cause this new job is just shitting me and I'm not getting the money that I thought I would.,1,0,1,0,0,0,0,1,0
I didn't sleep well or long enough and my back is kinda sore.,0,0,1,0,0,0,0,0,1
Wow how did you know. My job let me go because of COVID-19,1,1,0,1,0,0,0,1,0
i got insanely sick somewhere around wednesday. and was a pain in the ass complainer the rest of the week.,0,0,0,0,0,0,0,0,1
Asked me some questions about Reza and now I KNOW he's in deep trouble.,0,1,1,1,0,0,1,0,0
"I find it really hard to ask for things, and I feel so bad because my parents are so busy.",0,0,0,1,0,1,1,0,0
that's forgotten all you taught me -persephone Life's been exhausting lately.,0,1,1,1,0,0,1,0,1
just waiting on a promotion that is long overdue,0,1,0,0,0,0,0,1,0
work is stressing me out!,1,0,0,1,0,0,0,1,0
"I really have been busy with school, and pretty stressed out.",0,0,0,0,1,0,0,0,0
I've been stressed out with trying to work from home with my daughter home,0,1,0,0,0,1,0,1,0
i just moved with my fiance.,0,1,0,1,0,0,1,0,0
i found out my ex has a new girlfriend,0,1,0,0,0,0,1,0,0
I don't know how I'm going to get all my work done.,0,0,1,0,1,0,0,1,0
"I'm tired, and not feeling very well.",0,0,0,0,0,0,0,0,1
My sister is upset with me.,0,0,0,1,0,1,0,0,0
my boss refuses to give me a straight answer about when a project is due,0,0,0,1,0,0,1,1,0
Lost my job so I don't know how rent will be paid,1,0,0,0,0,0,0,1,0
my mother in law owes me money and i am not sure what to do,1,1,0,0,0,1,0,0,0
i have so much shit to do.. ap exams start a freakin week from thursday.,0,0,0,1,1,0,0,0,0
my company may be acquired by another company,0,0,1,0,0,0,0,1,0
The COVID-19 stuff is pretty stressful.  Not really sure what to make of it all.,0,1,1,1,0,0,0,0,1
my mom is causing so many problems.,0,0,0,0,0,1,0,0,1
"Yes, I'm Stressed. I have to pack up an office that's so full of crap that I can hardly get to my wheelie chair.",0,1,1,0,0,0,0,1,0
"u have no idea Anyways some of my friends lives are all in a wreck right now and it makes me feel so, so, so bad for them.",0,0,0,1,0,0,1,0,0
my boyfriend has been recently ill and can't work.,1,0,0,1,0,0,1,0,1
I think that's one of the reasons I have such a hard time with my schedule right now.,0,1,1,0,0,0,0,1,0
the class has tirned out to be the worse class ever.,0,0,0,0,1,0,0,0,0
I have been worried about when things will be normal again.  I don't know when I'll have,1,1,0,0,0,1,1,0,0
"It's been oh-so hectic lately.. so much to do, so much to plan.. plus work, and I'm sick..",0,0,1,1,0,0,1,1,1
oh not much. just miss my ex a lot more than i thought,0,0,0,1,0,0,1,0,0
A few hours later dog breaks with FOUL smelling bloody diarrhea and vomiting.,0,0,0,1,0,1,0,0,1
"Bowling center shutdown, no coaching lessons for a month. No money.",1,0,0,0,0,1,1,1,0
things have been a little hectic with my brother.,0,0,0,0,0,1,0,0,0
I just have major anxiety issues I think and they're screwing me up royally.,0,0,0,1,0,0,1,0,1
I have to be a student again and I don't like it.,0,0,0,1,1,0,1,0,0
"Like I said, I haven't been sleeping well lately.",0,0,0,1,0,1,0,0,1
ok well lately ive been struggling to keep up with my life and responsibilities...... well finally i cracked.,1,0,1,1,0,0,0,1,1
i've been really stressed out about money lately.,1,0,0,0,0,0,0,0,0
my car,0,1,0,0,0,0,0,0,0
the weather is crazy,0,1,1,0,0,0,0,1,0
my baby has not been sleeping.,0,0,0,1,0,1,1,0,1
"now my laptop still isn't working properly, so I have to bring it BACK in, which is becoming a real bitch.",0,1,1,0,1,0,0,1,0
i'm chasing deadlines in my work projects.,0,0,0,0,0,1,0,1,0
Work and things just have me stressed out I guess!,0,1,1,1,0,0,0,1,0
just found out we have to move,0,1,0,0,0,1,0,1,0
i do not know if i want to go back to work yet.,0,1,1,0,0,0,0,1,0
I didn't know what to feed a gyrfalcon so I just grabbed a lot of meat.,0,1,1,0,0,0,0,0,0
Figuring out a long term job during the pandemic,1,1,0,0,0,0,0,1,1
"we are being asked to record so much data, and no time to do it!",0,0,0,1,0,0,0,1,0
my boss has been avoiding all of my emails and i need something from him,0,0,0,0,0,0,0,1,0
i lost my job and dont know how ill make money now,1,0,0,0,0,0,0,1,0
"hes like ""i was starting to get worried... were not gonna have much time to practice.""",0,1,1,1,0,0,1,0,0
dealing with my coworkers everyday with their annoying habits,0,0,0,0,0,0,1,1,0
and i'm trying to get off the medication i've been on for FOUR YEARS and i'm scared shitless. actually beyond shitless.,0,0,1,1,0,0,0,0,1
"The virus situation, I'm not sure when I'll be able to work again",1,1,0,0,0,0,0,1,0
i am buying a house and can't afford the $675 for an appraiser,1,0,0,0,0,0,1,0,0
I am worried that I am going to lose my job.,1,0,0,1,0,0,1,1,0
"Days where I feel weak, or where I feel like something happened that I can't or don't want to handle?",1,0,1,1,0,1,0,0,1
I find myself thinking on a day to day basis that it's not the good job or the comfortable stuff.,0,1,0,0,0,0,0,1,0
"Well, my research is not going well.",0,1,0,1,0,0,0,1,0
"This stress puts stress on my relationship with other people, and I really hate it.",0,0,0,0,0,0,1,0,0
honestly not much,0,1,0,0,0,0,0,0,0
"the sad thing is, i'm leaving real soon.",0,1,1,1,1,0,0,1,0
My grandfather was hospitalized because he was having heart problems.,0,0,0,1,0,1,1,0,1
i feel so worried about the situation an i will try to compromise her.,0,0,0,1,0,1,1,0,0
being unproductive,0,0,1,1,0,0,0,1,0
Another stressful factor for my everyday wear and tear.,0,1,1,1,0,0,0,0,0
lately at work i've been stressed out due to a toxic environment with my coworkers.,0,0,0,1,0,0,1,1,0
"My work has been treating me awful lately, and it seems like when I'm there- I'm simply wasting my time.",0,0,0,1,0,0,0,1,0
I've been so stressed about school,1,0,0,1,1,0,1,0,0
Like it's my fault there is no money.,1,1,0,0,0,0,0,0,0
i'm tired of stephanie telling me she is going to hire more help.,0,0,0,0,0,0,1,1,0
I'm so worrying about my job situation due to corona virus pandemics.,1,0,0,1,0,0,0,1,1
It's really traumatic for me in a lot of ways right now.,0,1,1,1,0,0,0,0,0
I am stressing about paying my bills and feeding my family,1,0,0,1,0,1,0,0,0
Not being able to leave my house due to the Corona Virus,1,1,1,0,1,0,1,0,0
work is killing me!,0,0,0,0,0,0,0,1,0
"so recently me and my ex started back talking, but it ended on a negative note.",1,0,0,1,0,0,1,0,0
"well society is pretty fucked up, so i dont think i'd like to trust them with my values. and",0,1,0,0,0,0,1,0,0
i've been busy with school and work so i hardly have any me time.,0,0,0,0,1,0,0,1,0
can't figure out how to pay for my books,1,0,0,0,1,0,0,0,0
i had the problem with my family and these issue had been become too high so please give,1,0,0,1,0,1,0,0,0
work is very exhausting i need a break or need a vacation,0,0,0,0,0,0,0,1,0
Corona virus... it's just non stop. What about you?,0,1,1,0,0,0,0,0,1
"Oy, I looked at courses for this year and such and am now all stressy.",0,0,0,0,1,0,0,0,0
"judging by that, school is going to be REALLY hard.",0,0,0,0,1,0,0,0,0
thinking about this new move that is coming up.,0,1,1,0,0,1,1,0,0
Today has been very taxing for me.,0,1,1,0,0,0,0,1,1
My parents are driving me insane.,0,0,0,1,0,1,0,0,0
work in general and searching the real estate market.,1,1,0,0,0,0,0,1,0
I need to release a lot of anger.,0,0,0,1,0,0,0,0,1
i'm trying to figure out the best way to spend my time at work right now.,0,1,0,0,0,0,0,1,0
"honestly, school has been very stressful lately cause of my finals.",0,0,0,0,1,0,0,0,0
I hate all this freakin homework! and then some of my closest friends and i are going through some rough stuff.,0,0,0,1,1,0,1,0,0
I am frustrated with an aspect of my job.,0,1,0,0,0,0,0,1,0
it's very frustrating finally having a means to acheive these things but not being able to take action.,0,1,1,1,0,0,0,0,0
our president is sick and he needs to be removed from office,0,1,1,0,0,0,0,0,0
i have been very stressed out by all the bad drivers near my house.,0,1,1,0,0,0,0,0,0
i am just frustrated being stuck at home in our small house all day,0,1,1,1,0,1,0,0,0
Sorry i had to do that my mom is driving me insane.,0,1,0,0,0,1,0,0,0
People at my school suck.,0,1,0,0,1,0,1,0,0
the lisd said they would find alternative placement for abie and i havent heard from th,0,1,0,0,1,1,0,0,0
my sister is a pain in my ass.,0,0,0,0,0,1,1,0,0
It was like everything doesn't went smoothly and I screwed myself big time.Woke up in the morning and prepared for work.,0,1,0,1,0,0,0,1,0
my work schedule has changed due to the coronavirus and it is hard,0,1,0,0,1,0,0,1,1
"I accidentally upset one of my friends, and now she won't respond to any messages.",0,0,0,0,0,0,1,0,0
a big project at work.,0,1,0,0,0,0,0,1,0
I'm worried about catching COVID-19 from patients at work.,0,0,0,0,0,0,0,1,1
things will work out,0,1,0,1,0,0,0,0,0
I need to move in August and am worried about doing so with covid,0,1,1,1,0,0,0,0,0
i am just really hurting right now and i feel like i have nobody to talk to.,0,1,0,1,0,0,1,0,0
i have an essay due on monday and i haven't started yet.,0,0,0,0,1,0,0,0,0
You feel like you are out of control with your emotions.,0,0,1,1,0,0,0,0,0
That evening was a bunch of stress about where I was eating dinner with my family and who would be coming to dinner.,0,0,1,0,0,1,0,0,0
I have some problems and I need help!,0,1,1,1,0,0,0,0,0
"STRESSFUL i have stressed out about school, my friends, my parents, my so called life that i'm leading.",1,0,0,1,1,0,1,1,0
boss has been really annoying lately.,0,0,0,0,1,0,1,1,0
sleep,0,1,0,0,0,0,0,0,1
i'm starting to feel disallusioned with most of my friends.,0,0,0,1,0,0,1,0,0
"hi, i finished my project at work and waiting for something new.",0,1,1,0,0,0,1,1,0
There will be questions I have no answers to and it seems to be the story of my life lately.,0,0,1,1,0,0,0,0,0
"Now, this week was already busy and ending early becuase I have class again this weekend and leave tonight.",1,1,1,0,1,0,0,0,0
i have been stressing about money and finding a new job.,1,0,0,0,1,0,0,1,0
this coronavirus has cut my hours at work and I'm going crazy staying home,1,0,0,1,0,1,0,1,0
i'm just not sure if i can handle it all because i'm stressing out just thinking about it.,0,1,1,1,0,0,0,0,1
thanks for asking. work is driving me crazy.,0,0,0,0,0,0,0,1,0
"Still packing for the big move.  Way too much stuff, not enough boxes!",0,1,1,0,0,0,0,1,1
uhm im really stressed for the time being. school.,0,0,0,0,1,0,0,0,0
everyone is rediculously stressed out right now. with no time. at all.,0,1,0,1,0,0,1,0,0
"I'm always a bit scared because, like I said, everytime I say something it causes trouble.",0,0,1,1,0,0,0,0,0
I can't get groceries for our family,1,0,1,0,0,1,0,0,1
Yes I have bad habits and yes my weight needs help.,0,0,1,1,0,0,0,0,1
project deadline is approaching and i'm not finished yet,0,0,0,1,1,0,0,1,0
i have no idea what i'm cooking tonight!,0,1,1,0,0,1,0,0,0
"Its been on my mind a lot today, the suspense is killing me.",0,1,1,1,1,0,0,1,0
Dealing with Ali is stressing me out.,0,0,0,1,0,0,1,0,0
I need to finish my research paper.,0,1,0,0,1,0,0,1,0
